"Center for the Study of Early Events in Photosynthesis and Department of Chemistry and Biochemistry, Arizona State University, Tempe, AZ, 85287-1604, USA,",33.4118069,-111.9257456
"Institut für Biochemie, Technische Universität Graz, A-8010 Graz, Austria.",47.0656051,15.4532801
"Unité de Pharmacologie Chimique et Génétique, INSERM U640-CNRS UMR 8151, UFR des Sciences Pharmaceutiques et Biologiques, 4, avenue de l'Observatoire, 75270 Paris cedex 06, France.",48.843155,2.3350199
"Dipartimento di Scienze Ambientali, University of Tuscia, Largo dell'Università s.n.c., I-01100 Viterbo, Italy.",42.42712160000001,12.0873163
"Department of Life Sciences, Aalborg University, Sohngaardsholmsvej 49, DK-9000 Aalborg, Denmark.",57.0145665,9.9818527
"Proteinase Research Group, Max Planck Institute of Biochemistry, Martinsried, Germany.",48.10503,11.4595788
"Biochemistry and Microbiology, University of Victoria, Victoria, British Columbia V8W 3P6, Canada.",48.4634067,-123.3116935
"Department of Biochemistry and the X-Ray Crystallography Core Laboratory, University of Texas Health Science Center, 7703 Floyd Curl Drive, San Antonio, TX 78229-3900, USA.",29.5074654,-98.57535209999999
"National Laboratory of Membrane Protein Structure, Research Institute of Pharmaceutical Sciences, College of Pharmacy, Seoul National University, Seoul, Korea.",37.459882,126.9519053
"Biophysics Program, The Ohio State University, Columbus, Ohio 43210, USA.",40.0141905,-83.03091429999999
"Midwest Center for Structural Genomics and Structural Biology Center, Biosciences Division, Argonne National Laboratory, 9700 South Cass Avenue, Building 202, Argonne, IL 60439, USA.",41.7183042,-87.978572
"Banting and Best Department of Medical Research & Department of Medical Genetics and Microbiology, University of Toronto, 112 College Street, Toronto, Ontario, Canada M5G 1L6.",43.66047289999999,-79.3893619
"Department of Structural Biology, Gesellschaft für Biotechnologische Forschung, D-38124 Braunschweig, Germany.",52.2109803,10.5314925
"Instituto de Tecnologia Química e Biológica, Universidade Nova de Lisboa Apartado 127, Av. República, 2781-901, Oeiras, Portugal.",38.6942063,-9.3332541
"Departamento de Bioquímica y Biología Molecular, Facultad de Farmacia, Universidad de Santiago de Compostela, Campus Sur, E-15782 Santiago de Compostela, Spain.",42.8749698,-8.5547474
"Johnson and Johnson Pharmaceutical Research and Development, 665 Stockton Drive, Exton, PA 19341, USA.",40.0643109,-75.6866684
"Department of Biology, Brookhaven National Laboratory, Upton, New York 11973, USA.",40.8747908,-72.8763007
"National Key Laboratory of Biomacromolecules, Institute of Biophysics, Chinese Academy of Sciences, Beijing 100101, People's Republic of China.",40.004437,116.386623
"Department of Biochemistry, Centers for Structural Biology, Vanderbilt University School of Medicine, Nashville, Tennessee 37235, USA.",36.1442951,-86.8009271
"Department of Molecular Cell Biology, Samsung Biomedical Research Institute, Sungkyunkwan University School of Medicine, Suwon 440-746, South Korea.",37.306419,127.0001862
"Centre for Biomolecular Sciences, University of St Andrews, St Andrews, Fife KY16 9ST, Scotland.",56.3416934,-2.7927522
"CIHR Group in Protein Structure and Function, Department of Biochemistry, University of Alberta, Edmonton T6G 2H7, Canada.",53.527382,-113.524615
"Advanced Protein Crystallography Research Group, RIKEN Harima Institute at SPring-8, 1-1-1 Kouto, Sayo-gun, Hyogo 679-5148, Japan.",34.9467659,134.427681
"Institut Laue Langevin, 6 Rue Jules Horowitz, 38042 Grenoble CEDEX 9, France.",45.2066097,5.6935792
"Department of Cell and Molecular Biology, Uppsala University, Biomedical Centre, Box 596, SE-751 24 Uppsala, Sweden.",59.84175869999999,17.635669
"Abteilung für Molekulare Strukturbiologie, Institut für Mikrobiologie und Genetik und GZMB, Justus-von-Liebig Weg 11, 37077 Göttingen, Germany.",51.5593112,9.9527469
"Center for Drug Discovery and Design, State Key Laboratory of Drug Research, Shanghai Institute of Materia Medica, Graduate School of Chinese Academy of Sciences, Chinese Academy of Sciences, Shanghai, China",31.2019835,121.5873947
"Exploratory Research Laboratories, Fujisawa Pharmaceutical Co., Ltd, 5-2-3 Tokodai, Tsukuba, Ibaraki 300-2698, Japan.",36.0853529,140.067671
"Cancer Research, R-47B, Global Pharmaceutical Products Division, Abbott Laboratories, 100 Abbott Park Road, Abbott Park, IL 60064-3500, USA.",42.3045306,-87.8871961
"Dipartimento di Scienze del Farmaco, Università degli Studi 'G. d'Annunzio', Chieti, Italy.",42.3695272,14.1482932
"Biomolecular Research, Paul Scherrer Institut, 5232 Villigen, Switzerland.",47.53857199999999,8.229908
"Berkeley Structural Genomics Center, Lawrence Berkeley National Laboratory, Physical Bioscience Division, Berkeley, CA 94720-5230, USA.",37.8759277,-122.2500274
"Département d'Ingénierie et d'Etudes des Protéines, Centre d'Etudes de Saclay, 91191 Gif-sur-Yvette, France.",48.7190987,2.1499996
"College of Pharmacy, Ewha Womans University, Seoul 120-750, Korea.",37.5618577,126.9468294
"Centre de Biophysique Moléculaire, CNRS rue Charles Sadron, 45071 Orléans cedex 02, France.",47.840169,1.9444728
"Laboratory of Chemical Physics, National Institute of Diabetes and Digestive and Kidney Diseases, US National Institutes of Health (NIH), Bethesda, Maryland 20892, USA.",39.0023443,-77.100911
"RIKEN Harima Institute/SPring-8, Hyogo, Japan.",34.9467659,134.427681
"Department of Chemistry, Seoul National University, Seoul, Korea.",37.459882,126.9519053
"Cancer Center, The Burnham Institute for Medical Research, La Jolla, California 92037, USA.",32.9014195,-117.2419828
"Laboratory for Structural Biology, Department of Chemistry, Graduate Program in Biotechnology and Bioengineering, University of Alabama in Huntsville, Huntsville, Alabama 35899, USA.",34.726523,-86.6396956
"Department of Chemistry, University of Minnesota, 207 Pleasant St. SE, Minneapolis, MN 55455-0431, USA.",44.9745518,-93.2364103
"Laboratory of Biochemistry, Institute of Chemistry B6, University of Liège, B-4000 Liège, Belgium.",50.58466,5.557532
"Department of Molecular Science and Engineering, National Taipei University of Technology, Taipei 10608, Taiwan.",25.0422138,121.5354983
"Syngenta Central Toxicology Laboratory, Alderley Park, Macclesfield, SK10 4TJ, United Kingdom.",53.270447,-2.23703
"Ifremer, CNRS, Université de Montpellier II, UMR 5171, Génome Populations Interactions Adaptation, 2 Place E. Bataillon, CC80, F-34095 Montpellier cedex 5, France.",43.56048320000001,3.805241199999999
"Laboratory of Protein-DNA Interaction, Institute of Biotechnology, Graiciuno 8, LT-02241 Vilnius, Lithuania.",54.624377,25.1415609
"Laboratoire d'Ingénierie des Protéines, CNRS FRE 2738, IFR Jean Roche, Faculté de Médecine Nord, Marseille Cedex, France.",43.37672999999999,5.361251999999999
"Department of Life Science, Tokyo Institute of Technology, Yokohama, Japan.",35.6051229,139.6835302
"Molecular Design and Information Technology Center, Leslie Dan Faculty of Pharmacy, Toronto, ON M5S 2S2 Canada.",43.6599681,-79.39172359999999
"Cancer Research, UK Centre for Cancer Therapeutics, The Institute of Cancer Research, Sutton, Surrey.",51.34467,-0.189075
"Instituto de Tecnologia Química e Biológica, Universidade Nova de Lisboa, ITQB-UNL, Av. República, Apt. 127, 2781-901 Oeiras, Portugal.",38.6944919,-9.3244813
"Laboratoire de Biotechnologies et Pharmacologie Génétique Appliquées, CNRS, Unité Mixte de Recherche 8113, Ecole Normale Supérieure de Cachan, 61 Avenue du Président Wilson, 94235 Cachan, France.",48.788895,2.327331
"Department of Biochemistry and Molecular Biology, Oregon Health and Science University, Portland, OR 97239.",45.4999586,-122.6855083
"Department of Cell Biology, Yale School of Medicine, 333 Cedar Street, New Haven, Connecticut 06510, USA.",41.30322899999999,-72.933826
"Departments of Chemistry and Medicinal Chemistry, Purdue University, West Lafayette, IN 47907, USA.",40.4289478,-86.91483459999999
"Department of Chemistry, University of Nebraska-Lincoln, Lincoln, NE 68588, USA.",40.8201966,-96.70047629999999
"Department of Biochemistry, Molecular Neuroscience Center, Hong Kong University of Science and Technology, Hong Kong, People's Republic of China.",22.3363998,114.2654655
"Department of Molecular Biology MB2, The Scripps Research Institute 10550 North Torrey Pines Road, La Jolla, CA 92037, USA.",32.894423,-117.242208
